0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,48.25590,18.75000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,48.25590,18.75000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,48.25590,18.75000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,48.25590,18.75000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,54.45140,17.91000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,54.45140,17.91000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,54.45140,17.91000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,54.45140,17.91000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,62.04300,17.59000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,62.04300,17.59000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,62.04300,17.59000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,62.04300,17.59000
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,59.65600,16.73800
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,59.65600,16.73800
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,59.65600,16.73800
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,59.65600,16.73800
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,46.76920,14.86800
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,46.76920,14.86800
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,46.76920,14.86800
0.04190,-0.17210,0.98420,0.00000,-0.83440,0.53580,0.12920,43.46710,188.88820,-216.46200,0.00000,0.33330,46.76920,14.86800
-0.15530,-0.08600,-0.98410,0.00000,0.02430,-0.99620,0.08320,37.88370,195.89990,122.48220,0.00000,0.00090,48.25590,18.75000
-0.15530,-0.08600,-0.98410,0.00000,0.02430,-0.99620,0.08320,37.88370,195.89990,122.48220,0.00000,0.00090,48.25590,18.75000
-0.15530,-0.08600,-0.98410,0.00000,0.02430,-0.99620,0.08320,37.88370,195.89990,122.48220,0.00000,0.00090,48.25590,18.75000
-0.15530,-0.08600,-0.98410,0.00000,0.02430,-0.99620,0.08320,37.88370,195.89990,122.48220,0.00000,0.00090,48.25590,18.75000
-0.15530,-0.08600,-0.98410,0.00000,0.02430,-0.99620,0.08320,37.88370,195.89990,122.48220,0.00000,0.00090,54.45140,17.91000
-0.15530,-0.08600,-0.98410,0.00000,0.02430,-0.99620,0.08320,37.88370,195.89990,122.48220,0.00000,0.00090,54.45140,17.91000
-0.15530,-0.08600,-0.98410,0.00000,0.02430,-0.99620,0.08320,37.88370,195.89990,122.48220,0.00000,0.00090,54.45140,17.91000
